Standard,Frequency(Hz),Channel BW(Hz),Data Rate/MCS Index,Frame Format,Payload Length,Power Level,# Packets Transmitted,#Packets Received,PER(%),Measurment Time(min)
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-70,100,100,0,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-71,100,91,9,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-72,100,88,12,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-73,100,96,4,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-74,100,88,12,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-75,100,49,51,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-76,100,19,81,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-77,100,1,99,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-78,100,0,100,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-79,100,0,100,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-80,100,0,100,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-81,100,0,100,
802.11 N MIMOOFDM,2437000000,20000000,MCS7,Mixed Format,734,-82,100,0,100,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-15,100,100,0,1.539383
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-16,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-17,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-18,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-19,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-20,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-21,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-22,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-23,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-24,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-25,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-26,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-31,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-36,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-41,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-46,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-51,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-56,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-61,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-63,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-64,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-65,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-66,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-67,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-68,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-69,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-70,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-71,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-72,100,100,0,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-73,100,98,2,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-74,100,98,2,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-75,100,97,3,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-76,100,75,25,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-77,100,53,47,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-78,100,7,93,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-79,100,0,100,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-80,100,0,100,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-81,100,0,100,
802.11 N MIMOOFDM,5500000000,20000000,MCS6,Mixed Format,634,-82,100,0,100,
